ID,Intent,Question_EN,Answer_EN,Question_HA,Answer_HA,Keywords,Source,Keywords_HA,Confidence
TAX_650,digital_tax,Do they track my online income?,Financial institutions and payment processors increasingly share data with tax authorities. FIRS also receives data from international platforms. The risk of detection is increasing as digital transaction monitoring improves.,KA TAƁA samun kuɗin da nake samu kuwa?,"Ƙungiyar Lafiya ta Duniya ta ba da rahoto cewa idan mai kula da da'ira ya ci gaba da buga littattafai da kuma kayan agaji, hakan zai sa masu kula da da'ira su ƙara ba da bayani game da yadda za a yi amfani da su.","digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)","Ƙungiyar, Lafiya, Duniya, rahoto, da'ira",HIGH
TAX_651,digital_tax,Do I pay tax on crypto profits?,Yes. Crypto profits are subject to Capital Gains Tax in Nigeria. Each disposal of cryptocurrency at a profit creates a taxable gain to be declared in your annual return.,Shin biyan haraji yana da muhimmanci ne game da biyan haraji?,"Hakika, amfani da aka samu daga ɗaukaka da ake samu ta wurin yin ja - gora a kan al'ummai a Nijeriya, kowane irin sana'ar riba da ake samu ta wajen yin amfani da shi a yin shelar bishara na shekara - shekara. - Ru'ya ta Yohanna 7: 9, 10.","digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)","Hakika,, amfani, ɗaukaka, wurin, al'ummai",HIGH
TAX_652,digital_tax,Is my YouTube income taxable?,Yes. YouTube AdSense earnings are taxable self-employment income. Convert USD/other currency earnings to Naira at the CBN rate on the payment date and declare in your annual PIT return.,Ina samun kuɗin biyan haraji kuwa?,"Hakika, kuɗi da ake samu a wurin aiki da ba za a iya mantawa ba ya sa mutane da yawa ba su san lokacin da za a biya su albashi mai tsoka kuma a sanar da su a kowace shekara.","digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)","Hakika,, wurin, mantawa, mutane, lokacin",HIGH
TAX_653,digital_tax,I earn from abroad do I pay tax here?,"Yes. As a Nigerian tax resident, all foreign earnings are taxable in Nigeria. Exceptions apply to dividends/rent brought through approved channels. Convert to Naira at CBN rate for tax purposes.",Ina samun kuɗin haraji a nan gaba kuwa?,"Hakika, tun da yake ma'aikatan gwamnati ne suka yi amfani da dukan kuɗin da ake kashewa a ƙasar Nijeriya, suna amfani da kuɗin da aka ba su don su biya bukatun jama'a.","digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)","Hakika,, ma'aikatan, gwamnati, amfani, dukan",HIGH
TAX_654,digital_tax,Do they tax my freelance work online?,"Yes. Online freelance income (Fiverr, Upwork, Toptal, direct clients) is taxable as self-employment income. Register for Direct Assessment and declare all earnings annually.",Ina ganin aikin da nake yi yana da ban haushi ne?,"Hakika, idan ka yi la'akari da wannan, ka yi la'akari da misalin wata ' yar'uwa mai suna K.Z.","digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)","Hakika,, la'akari, wannan,, la'akari, misalin",HIGH
TAX_655,digital_tax,How do I report online income?,"File your annual PIT return with your State IRS. Under 'self-employment income' or 'other income', declare all online earnings. Convert foreign currency to Naira at the CBN rate on each transaction date.",Ta yaya zan sami kuɗin da zan biya na albashi mai tsoka?,"KAMAR yadda aka rubuta a shekara ta 1940, Shaidun Jehobah a ƙasashe da yawa sun yi amfani da dukan abubuwan da suke bukata don su yi wa mutane wa'azi a faɗin duniya.","digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)","KAMAR, yadda, rubuta, shekara, 1940,",HIGH
TAX_656,digital_tax,Can I hide online earnings?,No. The NTA 2025 requires financial institutions to report certain transactions. FIRS also receives data from international platforms. Hiding income is tax evasion carrying fines up to N10m and imprisonment.,Shin zan iya ɓoye arziki a wannan hanyar?,"A'a, kashi 20 bisa ɗari na ƙungiyoyin ' yan Adam suna bukatar su ba da rahoto a kan yadda za a biya haraji da haraji a dukan duniya.","digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)","kashi, ƙungiyoyin, bukatar, rahoto, yadda",HIGH
TAX_657,digital_tax,Do they monitor PayPal income?,"Financial institutions and payment processors increasingly share data with tax authorities. PayPal, Payoneer, and similar platforms may be required to report income to tax authorities under international tax cooperation agreements.",ZA KA iya samun kuɗin da za ka samu a taron Tuna Mutuwar Yesu?,Majalisar Ɗinkin Duniya da ma'aikatan gwamnati suna ba da cikakken bayani game da yadda za a biya bukatun ' yan Adam.,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)","Majalisar, Ɗinkin, Duniya, ma'aikatan, gwamnati",HIGH
TAX_658,digital_tax,Will I be taxed for remote work?,"Yes, if you are a Nigerian resident working remotely for any employer. Pay PIT through Direct Assessment at your State IRS. Your foreign employer does not need to register in Nigeria for PAYE purposes.",Shin zan bar aikin da nake yi ya hana ni yin aiki?,"Hakika, idan kai ɗan kasuwa ne da ke yin amfani da kowace hanya don ya bincika duk wani abu da yake yi, kada ka yi amfani da shi don cim ma nufinsa.","digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)","Hakika,, kasuwa, amfani, kowace, hanya",HIGH
TAX_659,exemptions,Am I exempt from tax?,"You are exempt if: you earn at or below minimum wage, receive approved pension income, are a member of the armed forces (on salary), or your income falls entirely within an exempt category.",Ina da ra'ayi marar kyau game da haraji?,"Kana da ra'ayin da bai dace ba game da kuɗin da kake samu a banki, ko kuma a ƙasa kuɗin da ake biya na albashi mai tsoka.","exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule","ra'ayin, kuɗin, banki,, kuɗin, albashi",HIGH
TAX_660,exemptions,Do students like me pay tax?,"Students without income do not pay tax. If you earn any income (part-time job, business, freelancing), income above the minimum wage threshold is taxable. Register for TIN regardless.",Ɗaliban Littafi Mai Tsarki suna biyan haraji kuwa?,"Idan ba ka biyan haraji ba, ka yi aiki na ɗan lokaci, kasuwanci, kasuwanci, da kuma kuɗi kaɗan, ba za ka iya biyan kuɗinka ba. - Mai - Wa'azi 9: 5, 10.","exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule","biyan, haraji, lokaci,, kasuwanci,, kasuwanci,",HIGH
TAX_661,exemptions,I am not earning much do I pay tax?,"If your total annual income is N800,000 or below, you pay 0% tax. If you earn the National Minimum Wage or below, you are completely exempt from PIT under the NTA 2025.",Ina samun isashen kuɗin haraji kuwa?,"Idan na je jami'a na shekara shekara ta 8 ko ƙasa, za ka biya kuɗin haraji na ƙasa ko kuma kuɗin da kake da shi a ƙarƙashin ƙasa.","exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule","jami'a, shekara, shekara, ƙasa,, kuɗin",HIGH
TAX_662,exemptions,Do I qualify for tax relief?,"You qualify for: pension relief (8% of basic), NHF (2.5%), NHIS, life insurance premiums, and rent relief (20% of rent, max N500k). All require documentary evidence when filing.",Shin gwamnatin kama karya ce take amfani da ita don ta hana aikin Shaidun Jehobah?,"Don ka sami sauƙi, ka yi la'akari da wannan: Na samu sauƙi daga sayar da kuɗin da ake biya na albashi mai tsoka.","exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule","sauƙi,, la'akari, wannan:, sauƙi, sayar",HIGH
TAX_663,exemptions,How do I reduce my tax?,"Reduce tax by maximizing allowable deductions: contribute to pension (8% basic), pay NHF (2.5%), enrol in NHIS, take life insurance, and claim rent relief up to N500,000.",Ta yaya zan rage kuɗina?,"Alal misali, wata ' yar'uwa a ƙasar Amirka ta ba da gudummawar kuɗin da ake biya ta biya ta biya bashin kuɗi da ake biya ta albashi mai tsoka.","exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule","misali,, yar'uwa, ƙasar, Amirka, gudummawar",HIGH
TAX_664,exemptions,Can I claim deductions?,"Yes. Allowable deductions include pension, NHF, NHIS, life insurance, and rent relief. For businesses, allowable expenses include rent, salaries, supplies, and depreciation through capital allowances.",Don Allah ki tambaye ni ko zan so in yi amfani da Littafi Mai Tsarki don in yi amfani da shi.,"Hakika, idan aka ba da wannan shawarar, za a iya kawar da matsalar da ke tattare da kisan kai, (2) samun sauƙi daga sana'ar kuɗi da kuɗi da kuɗi da kuma kuɗin da ake kashewa a kan babban birnin.","exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule","Hakika,, wannan, shawarar,, kawar, matsalar",HIGH
TAX_665,exemptions,What income can I exclude?,"Excludable income: pension (approved scheme), military salary, government bond interest, disability compensation (up to N50m), foreign dividends/rent brought through approved channels, and agricultural income (first 5 years).",Wane irin kuɗi ne zan iya samu?,"Wata ' yar'uwa da take da kuɗi sosai a ƙasar Jamus ta ce: ""A dā, kuɗin da ake biya na albashi mai tsoka ne.","exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule","yar'uwa, sosai, ƙasar, Jamus, kuɗin",HIGH
TAX_666,exemptions,Do I pay tax on gifts I receive?,"Generally no. Gifts received are not taxable in your hands. However, very large or regular gifts may be viewed as income by the tax authority. Consult a tax professional for significant gifts.",Shin akwai abin biyan haraji ne game da kyauta da muka bayar?,"Ko da yake ba a ba da kyautar kuɗi a hannu, ba a ba da kyauta masu yawa a hannunsa ba. Amma, kyauta masu yawa ko kuma a kullum suna iya zama kamar ƙasa mai kyau.","exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule","kyautar, hannu,, kyauta, hannunsa, Amma,",HIGH
TAX_667,exemptions,Are there ways to lower my tax?,"Yes: maximize pension (8% of basic), pay NHF (2.5%), enrol in NHIS, take life insurance, claim rent relief (20% of rent, max N500k), and ensure all allowable business deductions are claimed.",A waɗanne hanyoyi ne aka saukar mini da haraji?,Sophia: A shekara ta N.,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule","Sophia:, shekara",REVIEW_NEEDED
TAX_668,mixed_real_life,I just got a job do I need to pay tax now?,Yes. Provide your TIN to your employer immediately. Your employer will deduct PAYE from your first salary and remit to your State IRS. You should also file a personal return by March 31st.,Yadda Ahab yake neman aiki yana sa mutum ya biya haraji ne yanzu?,"E, domin ya yi amfani da hakkinsa na ɗan lokaci, ya yi amfani da kuɗinsa na farko da kuma na iyalinsa wajen ba da ƙarin bayani a kan yadda za a yi amfani da shi a ranar 31 ga Maris, 31 ga Maris.","compliance, first time, new, voluntary disclosure, payment plan, TIN",Nigeria Tax Act 2025 — General Compliance Framework,"domin, amfani, hakkinsa, lokaci,, amfani",HIGH
TAX_669,mixed_real_life,I just started business what tax applies to me?,"Register for TIN, register with State IRS (sole trader) or FIRS (company), keep income and expense records, file annual return by March 31st, and register for VAT if turnover will exceed N25m.",Yadda Ahab ya yi kasuwanci na farko ya shafi wane irin sana'a?,"Don samun kuɗin biyan bukatun jama'a, ka je ka yi amfani da na'urar buga littattafai da aka rubuta a kan wani batu na gwamnati, ka ajiye kuɗin da za ka kashe, kuma ka ajiye shi kafin ka biya kuɗin da za ka kashe a ranar 31 ga Maris, 33 A.Z., shafuffuka na 10 - 12.","compliance, first time, new, voluntary disclosure, payment plan, TIN",Nigeria Tax Act 2025 — General Compliance Framework,"samun, kuɗin, biyan, bukatun, jama'a,",HIGH
TAX_670,mixed_real_life,I have never paid tax before what should I do?,Approach your State IRS or FIRS proactively for voluntary disclosure. Declare outstanding liabilities and negotiate a payment plan. Penalties may be reduced for genuine voluntary compliance.,"Ban taɓa biyan kuɗin da nake samu a dā ba, amma mene ne zan yi?","Sa'ad da aka yi wa Amirka shari'a ko kuma aka yi yarjejeniya cewa za a biya su albashi mai tsoka, za a iya samun kuɗin da za a biya na dindindin.","compliance, first time, new, voluntary disclosure, payment plan, TIN",Nigeria Tax Act 2025 — General Compliance Framework,"Sa'ad, Amirka, shari'a, yarjejeniya, albashi",HIGH
TAX_671,mixed_real_life,Can I fix my tax problems now?,"Yes. Voluntary disclosure is the best approach. Contact your tax authority, disclose all outstanding liabilities, and arrange a structured payment plan. The earlier you act, the lower the penalties.",Zan iya magance matsalolin da nake fuskanta yanzu?,"Hakika, bayarwa da son rai ita ce hanyar da ta fi kyau. Ka yi ƙoƙari ka yi magana da hukumar mulki, ka bayyana hakkinka, kuma ka ba da tsarin yadda za ka biya.","compliance, first time, new, voluntary disclosure, payment plan, TIN",Nigeria Tax Act 2025 — General Compliance Framework,"Hakika,, bayarwa, hanyar, kyau., ƙoƙari",HIGH
TAX_672,mixed_real_life,I think I have tax issues what next?,"Engage a qualified tax professional. Review all your filing history, quantify outstanding liabilities, and approach the tax authority for voluntary disclosure and a structured resolution.","Ina ganin cewa ina da matsalar haraji, amma mene ne ya ci gaba da faruwa?","Wata ' yar kasuwa ta ce: ""Duk lokacin da ka ga wani abu game da haraji, ka yi ƙoƙari ka kula da hakkinka, kuma ka nemi iko daga ƙabilar da aka tsara da son rai, kuma ka tsai da shawara a kan yadda za ka yi amfani da ita.","compliance, first time, new, voluntary disclosure, payment plan, TIN",Nigeria Tax Act 2025 — General Compliance Framework,"kasuwa, lokacin, haraji,, ƙoƙari, hakkinka,",HIGH
TAX_673,mixed_real_life,Can I clear my tax debt gradually?,Yes. Apply to FIRS or your State IRS for an instalment payment arrangement. Submit a payment schedule with proof of financial capacity. Approval allows you to pay in monthly tranches.,Zan iya yafe wa ƙabilar jikina bashin da ya dace?,"Alal misali, ka yi la'akari da wannan: A ce kana son ka biya kuɗin da za ka biya.","compliance, first time, new, voluntary disclosure, payment plan, TIN",Nigeria Tax Act 2025 — General Compliance Framework,"misali,, la'akari, wannan:, kuɗin, biya.",HIGH
TAX_674,mixed_real_life,I forgot to pay tax last year what happens?,File the outstanding return immediately and pay the tax owed. A late filing penalty will apply but proactive compliance reduces the risk of prosecution and further enforcement actions.,Mene ne na sadaukar da haraji a shekarar da ta shige?,Don a kula da su kuma a biya su kuɗin da za a biya.,"compliance, first time, new, voluntary disclosure, payment plan, TIN",Nigeria Tax Act 2025 — General Compliance Framework,"kuɗin, biya.",HIGH
TAX_675,mixed_real_life,Is it too late to start paying tax?,It is never too late. Voluntary disclosure reduces penalties. The tax authority generally prefers taxpayers who come forward voluntarily over those who are caught through enforcement.,Yana da wuya ne a soma biyan haraji?,"Ba shi da iyaka. Ba da daɗewa ba, hukuma ta ba da haɗin kai ga masu ba da gudummawa game da waɗanda suke ƙarƙashin doka.","compliance, first time, new, voluntary disclosure, payment plan, TIN",Nigeria Tax Act 2025 — General Compliance Framework,"iyaka., daɗewa, hukuma, haɗin, gudummawa",HIGH
TAX_676,mixed_real_life,Can I start fresh with my taxes?,"Yes. Approach your State IRS or FIRS, disclose previous non-compliance, pay outstanding taxes (possibly with reduced penalties), and commit to full compliance going forward.",Zan iya sake soma shan giya kuwa?,"Hakika, sa'ad da aka gaya wa ' yan Adam cewa za su biya harajin da aka yi a dā, sai su biya harajin da za a yi a nan gaba. - R. Yoh. 7: 9, 14.","compliance, first time, new, voluntary disclosure, payment plan, TIN",Nigeria Tax Act 2025 — General Compliance Framework,"Hakika,, sa'ad, harajin, harajin, gaba.",HIGH
TAX_677,mixed_real_life,How do I become fully compliant?,Steps: 1. Register for TIN. 2. File all outstanding returns. 3. Pay all assessed taxes (instalment if needed). 4. Set up a system for ongoing record-keeping. 5. File and pay on time every year.,Ta yaya zan zama mai biyayya sosai?,Alal misali: Na yi amfani da dukan kuɗin da nake da shi wajen tattaunawa da mutane a kowane mako don buga littattafai da ke bayyana Littafi Mai Tsarki a kowace shekara.,"compliance, first time, new, voluntary disclosure, payment plan, TIN",Nigeria Tax Act 2025 — General Compliance Framework,"misali:, amfani, dukan, kuɗin, wajen",HIGH
TAX_678,tax_general,What is the legal definition of taxation under Nigerian law?,"Under the Nigeria Tax Act 2025, taxation is a mandatory fiscal obligation imposed on taxable persons — individuals, companies, trusts, and estates — on income, transactions, or instruments.",Menene asalin dokar da aka ba da ta hannun Musa?,"Bisa ga Dokar da aka ba da ta hannun doka, dokar ƙasar ta ba da doka cewa a yi amfani da gudummawar da ake bayarwa wajen biyan bukatun jama'a, al'umma, da kuma kayan aiki.","tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions,"Dokar, hannun, doka,, dokar, ƙasar",HIGH
TAX_679,tax_general,What are the objectives of taxation in Nigeria?,"The objectives include revenue generation for government, redistribution of wealth, economic regulation, discouraging harmful consumption, and attracting investment through incentives.",Menene manufar gwamnatin ta yi a Nijeriya?,"Muradinsu na tara kuɗi ya haɗa da tara dukiya, kula da tattalin arziki, yin maye, da sauransu.","tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions,"Muradinsu, dukiya,, tattalin, arziki,, maye,",HIGH
TAX_680,tax_general,Which authority is responsible for tax administration in Nigeria?,The Nigeria Revenue Service (formerly FIRS) administers federal taxes. The Joint Revenue Board coordinates state and federal tax administration to prevent double taxation.,Wane iko ne ke da hakkin kula da ƙabilu a Nijeriya?,"Alal misali, wata mai kula da ƙungiyar Jehobah a ƙasar Nijeriya, ta ce: ""Ba za mu iya yin amfani da kuɗin da muke da shi don kāre ƙabilu biyu daga sauran al'ummai ba.","tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions,"misali,, ƙungiyar, Jehobah, ƙasar, Nijeriya,",HIGH
TAX_681,tax_general,What are the major categories of taxes recognized in Nigeria?,"Major categories are: Income Taxes (PIT, CIT), Consumption Taxes (VAT, Excise), Transaction Taxes (Stamp Duty, Capital Gains), Sector-specific Taxes (Petroleum Profit Tax), and the Development Levy.",Menene manyan haraji da aka amince da su a Nijeriya?,"Yawancinsu sune: Ku yi amfani da kuɗin da kuke da shi a kan kuɗin da kuka ajiye a banki, ku yi amfani da shi wajen biyan bukatun kanku, ku yi amfani da shi wajen biyan bukatun kanku, ku yi amfani da shi wajen biyan bukatun rayuwa, ku yi amfani da shi, ku yi amfani da shi a kan yadda ya dace, kuma ku yi amfani da shi a hanyar da ta dace.","tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions,"Yawancinsu, sune:, amfani, kuɗin, kuɗin",HIGH
TAX_682,tax_general,What recent reforms have been introduced in the Nigerian tax system?,"The 2025 reforms consolidated 10 tax laws, introduced 0% CIT for small companies, global minimum tax (15% ETR) for MNEs, rent relief, digital tax rules, and abolished Education Tax replacing it with Development Levy.",Waɗanne canje - canje ne aka saka a cikin ƙabilar Lawi?,"Sa'ad da aka yi wata shari'a, kashi 20 bisa ɗari bisa ɗari na ' yan kasuwa sun ba da doka game da karɓan haraji, kashi 80 bisa ɗari na ' yan kasuwa da suke biyan haraji, kashi 80 bisa ɗari na Amirka.","tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions,"Sa'ad, shari'a,, kashi, kasuwa, karɓan",HIGH
TAX_683,tax_general,How is tax policy formulated in Nigeria?,"Tax is a compulsory financial contribution imposed by law on individuals and companies to fund government services such as roads, schools, hospitals, and security.",Ta yaya gwamnatin Polan ta yaɗa siyasa a Nijeriya?,"Ana ba da gudummawar kuɗi don a yi wa mutane da kuma ' yan kasuwa agaji don su yi hidima a ƙasashe dabam - dabam, makarantu, gine - gine, da kuma kwanciyar rai.","tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions,"gudummawar, mutane, kasuwa, agaji, hidima",HIGH
TAX_684,tax_general,What is the scope of Nigerian tax jurisdiction?,"Tax is a compulsory financial contribution imposed by law on individuals and companies to fund government services such as roads, schools, hospitals, and security.",Mene ne ma'aikatan gwamnatin suka ce game da yadda za a magance matsalar?,"Ana ba da gudummawar kuɗi don a yi wa mutane da kuma ' yan kasuwa agaji don su yi hidima a ƙasashe dabam - dabam, makarantu, gine - gine, da kuma kwanciyar rai.","tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions,"gudummawar, mutane, kasuwa, agaji, hidima",HIGH
TAX_685,tax_general,What laws govern taxation in Nigeria?,"The Nigeria Tax Act 2025 is the primary legislation, supported by the Nigeria Tax Administration Act 2025 and the Nigeria Revenue Service Establishment Act 2025.",Waɗanne dokoki ne suke bisa haraji a Nijeriya?,"Dokar da aka ba da ta hannun Musa ita ce doka mafi muhimmanci a ƙasar Nijeriya, kuma ta goyi bayan Dokar da aka ba da ta hannun Nassi a shekara ta 1920 da kuma Dokar da aka kafa na yin hidima a Nijeriya.","tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions,"Dokar, hannun, muhimmanci, ƙasar, Nijeriya,",HIGH
TAX_686,tax_general,What is the role of the Federal Inland Revenue Service?,"The FIRS (now NRS) assesses, collects, and accounts for federal taxes including CIT, VAT, WHT, Petroleum Profits Tax, and the Development Levy; and enforces compliance nationally.",Menene matsayin mai kula da Sashen Hidima?,"Alal misali, ka yi la'akari da yadda ake yin amfani da haraji a dā da kuma yadda ake biyan haraji a dā.","tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions,"misali,, la'akari, yadda, amfani, haraji",HIGH
TAX_687,tax_general,How does taxation contribute to national development?,"Tax revenue funds capital expenditure (roads, hospitals, schools), pays government salaries, services national debt, and enables social programmes that reduce poverty and drive economic growth.",Ta yaya gwamnatin ƙasa za ta iya tallafa wa aikin soja?,"Alal misali, a ce kuɗin da ake biya albashi mai tsoka yana da tsada sosai.","tax, Nigeria, FIRS, NRS, law, 2025, NTA",Nigeria Tax Act 2025 — General Provisions,"misali,, kuɗin, albashi, tsoka, tsada",HIGH
TAX_688,tin_registration,What is the procedure for obtaining a Tax Identification Number?,A Tax Identification Number (TIN) is a unique number assigned to every taxpayer by the Nigeria Revenue Service (NRS) for tax identification and compliance purposes.,Menene za a yi don a sami adadin da za a gane kyautar?,Adadin masu ba da kyautar kuɗi kaɗan ne kawai suke taimaka wa kowane mai aiki a Sashen Kula da Ayyukan Shaidun Jehobah da ke ƙasar Amirka don a san cewa ana bukatar haraji da kuma biyan haraji.,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10","Adadin, kyautar, kaɗan, kawai, taimaka",HIGH
TAX_689,tin_registration,What statutory requirements must be met for TIN registration?,A Tax Identification Number (TIN) is a unique number assigned to every taxpayer by the Nigeria Revenue Service (NRS) for tax identification and compliance purposes.,Waɗanne dokoki ne ya kamata a cika don a tabbatar da abin da aka rubuta a cikin littafin nan Menene Ainihi Littafi Mai Tsarki Yake Koyarwa?,Adadin masu ba da kyautar kuɗi kaɗan ne kawai suke taimaka wa kowane mai aiki a Sashen Kula da Ayyukan Shaidun Jehobah da ke ƙasar Amirka don a san cewa ana bukatar haraji da kuma biyan haraji.,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10","Adadin, kyautar, kaɗan, kawai, taimaka",HIGH
TAX_690,tin_registration,Is TIN registration mandatory for all taxable persons?,A Tax Identification Number (TIN) is a unique number assigned to every taxpayer by the Nigeria Revenue Service (NRS) for tax identification and compliance purposes.,Littafi Mai Tsarki yana nufin cewa dukan masu biyayya ne suke da ' yanci ne?,Adadin masu ba da kyautar kuɗi kaɗan ne kawai suke taimaka wa kowane mai aiki a Sashen Kula da Ayyukan Shaidun Jehobah da ke ƙasar Amirka don a san cewa ana bukatar haraji da kuma biyan haraji.,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10","Adadin, kyautar, kaɗan, kawai, taimaka",HIGH
TAX_691,tin_registration,Which agency issues the Tax Identification Number in Nigeria?,The Joint Tax Board (JTB) and the Nigeria Revenue Service (NRS/FIRS) jointly issue TINs through the unified TIN registration portal at tin.jtb.gov.ng.,Ta yaya gwamnatin Polan ta nuna cewa ta amince a yi nazarin Littafi Mai Tsarki da ita?,"Wata ' yar'uwa ta rubuta cewa: ""Sa'ad da muke wa'azi a wani ƙaramin gari, muna bukatar mu mai da hankali ga abubuwan da za su taimaka mana mu kasance da ra'ayin da ya dace.","TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10","yar'uwa, rubuta, cewa:, ""Sa'ad, wa'azi",HIGH
TAX_692,tin_registration,What documentation is required for TIN registration?,A Tax Identification Number (TIN) is a unique number assigned to every taxpayer by the Nigeria Revenue Service (NRS) for tax identification and compliance purposes.,Menene ake bukata don a ba da cikakken bayani game da yadda za a kawar da duk wani abin da ake bukata?,Adadin masu ba da kyautar kuɗi kaɗan ne kawai suke taimaka wa kowane mai aiki a Sashen Kula da Ayyukan Shaidun Jehobah da ke ƙasar Amirka don a san cewa ana bukatar haraji da kuma biyan haraji.,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10","Adadin, kyautar, kaɗan, kawai, taimaka",HIGH
TAX_693,tin_registration,What is the legal implication of failing to obtain a TIN?,"Under the NTA 2025, failure to obtain a TIN attracts a N50,000 penalty for the first month and N25,000 per subsequent month. Banks can also decline services without TIN.",Menene doka ta ƙunsa game da ƙin shan ƙwayoyin hali?,"Alal misali, ka yi la'akari da wannan misalin: Sa'ad da ake son a biya kuɗin da za a biya a kan kuɗin da za a biya a kan kuɗin da ake kashewa a kowane wata, masu sayar da kaya suna iya ɗaukan kaya babu fashi.","TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10","misali,, la'akari, wannan, misalin:, Sa'ad",HIGH
TAX_694,tin_registration,Can a taxpayer possess multiple TINs under Nigerian law?,No. Nigerian law prohibits holding multiple TINs. A taxpayer found with duplicate TINs is liable to penalties and administrative sanctions under the NTA 2025.,Za ka iya samun kanka a ƙarƙashin dokar doka?,"A'a, doka ta hana yin amfani da dokokin jama'a masu yawa, tana kawo rashin haɗin kai da aka kafa kuma tana da iko a kan halin kirki na ' yan Adam.","TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10","amfani, dokokin, jama'a, yawa,, rashin",HIGH
TAX_695,tin_registration,How can a taxpayer verify the authenticity of a TIN?,"TIN authenticity can be verified at tin.jtb.gov.ng using the TIN number, NIN, or registered phone number. FIRS offices also offer in-person verification.",Ta yaya za ka iya sa masana su faɗi abin da ba daidai ba game da karin magana?,"Alal misali, ka yi la'akari da adadin masu bincike da aka buga a ofishin reshe da ke ƙasar Faransa.","TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10","misali,, la'akari, adadin, bincike, ofishin",HIGH
