ID,Intent,Question_EN,Answer_EN,Question_HA,Answer_HA,Keywords,Source
TAX_692,tin_registration,What documentation is required for TIN registration?,A Tax Identification Number (TIN) is a unique number assigned to every taxpayer by the Nigeria Revenue Service (NRS) for tax identification and compliance purposes.,,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_693,tin_registration,What is the legal implication of failing to obtain a TIN?,"Under the NTA 2025, failure to obtain a TIN attracts a N50,000 penalty for the first month and N25,000 per subsequent month. Banks can also decline services without TIN.",,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_694,tin_registration,Can a taxpayer possess multiple TINs under Nigerian law?,No. Nigerian law prohibits holding multiple TINs. A taxpayer found with duplicate TINs is liable to penalties and administrative sanctions under the NTA 2025.,,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_695,tin_registration,How can a taxpayer verify the authenticity of a TIN?,"TIN authenticity can be verified at tin.jtb.gov.ng using the TIN number, NIN, or registered phone number. FIRS offices also offer in-person verification.",,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_696,tin_registration,What is the process for updating TIN information?,A Tax Identification Number (TIN) is a unique number assigned to every taxpayer by the Nigeria Revenue Service (NRS) for tax identification and compliance purposes.,,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_697,tin_registration,Is TIN registration available through electronic platforms?,A Tax Identification Number (TIN) is a unique number assigned to every taxpayer by the Nigeria Revenue Service (NRS) for tax identification and compliance purposes.,,,"TIN, Tax ID, register, FIRS, NIN, JTB, online","Nigeria Tax Administration Act 2025, Sections 8–10"
TAX_698,paye,What is the Pay-As-You-Earn system under Nigerian tax law?,PAYE is a statutory tax deduction system under the NTA 2025 whereby employers deduct income tax from employees' gross emoluments monthly and remit to the employee's State IRS.,,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_699,paye,How is PAYE administered within the Nigerian tax framework?,PAYE (Pay As You Earn) is a tax deduction system where employers deduct income tax from employees' salaries monthly and remit it directly to the relevant State Internal Revenue Service.,,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_700,paye,Who bears the responsibility for PAYE remittance?,The employer bears full legal responsibility for deducting and remitting PAYE. Failure attracts a 10% penalty plus CBN interest on the unremitted amount.,,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_701,paye,What statutory deductions are included in PAYE calculations?,"Statutory deductions include: Pension (8% of basic salary), NHF (2.5% of basic salary), NHIS contributions, and life insurance premiums. These reduce the chargeable income before PAYE is applied.",,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_702,paye,How is PAYE liability computed for employees?,Annual Gross Income minus statutory deductions (Pension + NHF + NHIS + life insurance + rent relief) = Chargeable Income. Apply progressive tax bands. Divide annual tax by 12 for monthly PAYE.,,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_703,paye,What are the employer's obligations under the PAYE system?,"Employers must: register with State IRS, deduct PAYE monthly, remit by the 10th of the following month, file monthly returns, issue annual tax deduction certificates, and maintain PAYE records for 6 years.",,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_704,paye,What penalties apply for failure to remit PAYE?,Employers who fail to remit PAYE face a penalty of 10% of the unremitted amount plus interest at the prevailing CBN Monetary Policy Rate per annum under the NTA 2025.,,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_705,paye,How can employees verify PAYE deductions?,"Check payslips monthly, request annual employer certificate of deduction, verify through your State IRS portal using TIN, or engage a tax professional to review your PAYE records.",,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_706,paye,Is PAYE applicable to all categories of employees?,PAYE (Pay As You Earn) is a tax deduction system where employers deduct income tax from employees' salaries monthly and remit it directly to the relevant State Internal Revenue Service.,,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_707,paye,What regulatory body oversees PAYE compliance?,"State Internal Revenue Services (e.g., KIRS, LIRS, BIRS) oversee PAYE compliance for employees. The Joint Tax Board coordinates between federal and state tax authorities.",,,"PAYE, salary, employer, deduction, State IRS, monthly, remit","Nigeria Tax Act 2025, Section 13; PAYE Regulations 2025"
TAX_708,personal_income_tax,What constitutes taxable income under the Personal Income Tax Act?,"Taxable income includes all income accruing to a resident individual: employment income, business profits, investment income (dividends, interest, royalties), rental income, capital gains, and digital income.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_709,personal_income_tax,Who qualifies as a taxable individual in Nigeria?,"Any individual resident in Nigeria (domiciled, permanent home, or present 183+ days) who earns income above the minimum wage threshold is a taxable individual under the NTA 2025.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_710,personal_income_tax,How is personal income tax liability determined?,PIT liability = (Gross Income minus allowable deductions) multiplied by applicable progressive tax rates. The resulting annual tax is divided by 12 for monthly PAYE deductions.,,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_711,personal_income_tax,What deductions are allowable under Nigerian tax law?,"Allowable deductions include: pension contributions (8% of basic salary), NHF (2.5%), NHIS, life insurance premiums, and rent relief (20% of rent paid, maximum N500,000).",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_712,personal_income_tax,What income streams are exempt from taxation?,"Exempt streams: minimum wage earnings, approved pension income, military salary, government bond interest, disability compensation (up to N50m), foreign dividends/rent via approved banking channels.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_713,personal_income_tax,How are allowances treated for tax purposes?,"Most employment allowances are included in gross income for PAYE calculation. Benefits-in-kind are valued and added to taxable income. Only specific employer-provided items (uniforms, tools) are excluded.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_714,personal_income_tax,What is the applicable tax rate for individuals?,"Progressive rates apply: 0% on first N800,000; 15% on N800k-N3m; 18% on N3m-N12m; 21% on N12m-N25m; 23% on N25m-N50m; 25% on amounts exceeding N50m per annum.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_715,personal_income_tax,Are self-employed individuals subject to income tax?,Yes. Self-employed individuals pay PIT through Direct Assessment with their State IRS. They must file annual returns by March 31st and pay tax on net business profits.,,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_716,personal_income_tax,How is residency determined for tax purposes?,"A person is a tax resident in Nigeria if they are domiciled there, have a permanent home available, sojourn for 183+ days in a 12-month period, or serve as a Nigerian diplomatic officer abroad.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_717,personal_income_tax,What provisions govern income earned from multiple sources?,"Under NTA 2025, all income from multiple sources is aggregated and taxed jointly as total income. The progressive tax bands apply to the combined chargeable income from all sources.",,,"PIT, income, salary, individual, tax bands, N800k, progressive","Nigeria Tax Act 2025, Sections 12–31 & Fourth Schedule"
TAX_718,filing,What is the statutory requirement for filing tax returns?,"Under the NTA 2025, every taxable person must file an annual return of total income from all sources, whether or not tax is payable, by March 31st (individuals) or within 6 months (companies).",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_719,filing,When is the deadline for submission of tax returns?,Individuals: March 31st annually. Companies: within 6 months after the financial year-end. VAT: 21st of each following month. WHT: 21st of each following month.,,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_720,filing,What are the consequences of late filing?,"Late filing penalties: N50,000 for the first month and N25,000 for each subsequent month. Interest accrues on any outstanding tax liability at the CBN Monetary Policy Rate.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_721,filing,What procedures are involved in filing tax returns?,Tax returns must be filed annually. Individuals file by March 31st; companies file within 6 months after their financial year end. Returns can be filed online through the FIRS e-filing portal at efiling.firs.gov.ng.,,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_722,filing,Can tax returns be filed electronically in Nigeria?,"Yes. The FIRS e-filing portal (efiling.firs.gov.ng) supports full electronic submission of CIT, PIT, VAT, and other returns. State IRS offices also have their own electronic filing portals.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_723,filing,What documentation must accompany a tax return?,"Income statements, pension contribution schedules, NHF and NHIS receipts, audited accounts (for companies), bank statements, capital allowance schedules, and prior year assessment notices.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_724,filing,What is the process for amending a submitted tax return?,Submit an amended return to the same tax authority with a covering letter explaining the changes. Include corrected figures and supporting documents. Amendments are accepted within 6 years of original filing.,,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_725,filing,Who is authorized to file tax returns on behalf of a taxpayer?,"A taxpayer can authorize: a chartered accountant, tax consultant, lawyer, employer (for PAYE), or any other person with a duly executed Power of Attorney or written authority letter.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_726,filing,How frequently are tax returns required to be filed?,Annually for income tax (PIT and CIT). Monthly for VAT (by 21st of following month). Monthly for PAYE (by 10th of following month). WHT returns are also monthly.,,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_727,filing,What compliance standards govern tax filing?,"Filing must comply with the NTA 2025 and Nigeria Tax Administration Act 2025. Returns must be accurate, complete, filed by deadline, and accompanied by required supporting documents.",,,"filing, return, deadline, March 31, e-filing, annual, online","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_728,compliance,What does tax compliance entail under Nigerian law?,"Tax compliance under NTA 2025 entails: TIN registration, accurate annual filing, timely payment, proper WHT deduction and remittance, 6-year record retention, and cooperation with tax authority.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_729,compliance,What obligations must taxpayers fulfill to remain compliant?,"Taxpayers must: obtain TIN, file returns by deadline, pay assessed tax, deduct and remit WHT, keep records for 6 years, respond to audit notices, and report changes in tax-relevant information.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_730,compliance,What records are required for tax compliance?,"Required records: all income documents, expense receipts, bank statements, payroll records, asset registers, VAT invoices, WHT deduction schedules, pension statements, and all correspondence with tax authorities.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_731,compliance,How long must taxpayers retain financial records?,"The NTA 2025 mandates a minimum 6-year record retention period. For fraud cases, records may be requested beyond 6 years. Electronic records are acceptable if properly maintained and backed up.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_732,compliance,What is the scope of a tax audit?,"A tax audit can cover: income tax returns, VAT returns, WHT deductions, PAYE schedules, capital allowances, transfer pricing, related party transactions, and any other tax obligation of the taxpayer.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_733,compliance,Under what conditions can a taxpayer be audited?,"A taxpayer can be audited: randomly, upon detection of risk indicators, based on third-party information, following non-filing, when returns appear inconsistent, or during sector-wide compliance exercises.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_734,compliance,What triggers a tax audit in Nigeria?,"Triggers include: inconsistent tax returns, lifestyle exceeding declared income, sector compliance reviews, third-party data matching, non-filing, large or unusual transactions, and random audit selection.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_735,compliance,What procedures are followed during a tax audit?,"Procedures: advance notice, document request list, document submission by taxpayer, auditor's review, preliminary findings meeting, taxpayer's objection/response, revised findings, and final assessment.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_736,compliance,What rights do taxpayers have during an audit?,"Rights include: advance notice of audit, right to professional representation, access to audit findings, opportunity to respond to preliminary findings, right to object to incorrect assessments, and right to appeal.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_737,compliance,What documentation is required during an audit?,"Required: all returns for the audit period, bank statements, income records, expense receipts, payroll schedules, VAT returns and invoices, asset schedules, contracts, and WHT certificates.",,,"compliance, records, audit, 6 years, FIRS, obligations, TIN","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_738,penalties,What penalties apply for failure to pay tax?,Penalty of 10% of the unpaid amount plus interest at the CBN Monetary Policy Rate per annum from the due date. Persistent non-payment leads to enforcement action.,,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_739,penalties,What sanctions are imposed for late tax filing?,"N50,000 for the first month of default and N25,000 for each subsequent month until the return is filed. Interest on any unpaid tax also accrues from the due date.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_740,penalties,What constitutes tax evasion under Nigerian law?,"Tax evasion includes: deliberately omitting income from returns, providing false or misleading information, failing to register for tax when required, and colluding with others to defeat tax laws.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_741,penalties,What legal consequences arise from tax evasion?,"Legal consequences: criminal prosecution, fines up to N10 million, imprisonment up to 5 years, forfeiture of assets representing proceeds of evasion, and recovery of all evaded taxes with interest and penalties.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_742,penalties,How are penalties for late payment calculated?,Late payment penalty = 10% of the unpaid tax. Interest = CBN Monetary Policy Rate per annum on the unpaid amount from the due date. Both apply simultaneously until full payment.,,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_743,penalties,Can tax penalties be waived under certain conditions?,"Yes. Penalties may be waived for: first-time offenders, force majeure events, genuine financial hardship with supporting evidence, or when voluntary disclosure is made before detection.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_744,penalties,What interest is charged on unpaid tax liabilities?,Interest is charged at the prevailing CBN Monetary Policy Rate per annum on all unpaid tax from the due date. The rate changes as CBN adjusts its benchmark rate.,,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_745,penalties,What enforcement actions can be taken against defaulters?,"Enforcement actions include: demand notices, bank account restrictions, garnishment of debtors, seizure and sale of assets, prosecution in court, and travel restrictions in extreme cases.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_746,penalties,Is there a legal process for appealing tax penalties?,"Yes. Object to the assessment within 30 days. If objection fails, appeal to the Tax Appeal Tribunal within 30 days. Further appeal lies to the Federal High Court on questions of law.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_747,penalties,What remedies are available to taxpayers facing penalties?,"Remedies include: objection to assessment, appeal to Tax Appeal Tribunal, application for penalty waiver, application for instalment payment plan, and voluntary disclosure to reduce penalty exposure.",,,"penalty, fine, N50k, late, evasion, prison, interest, CBN rate","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_748,vat,What is the Value Added Tax framework in Nigeria?,"The VAT framework under the NTA 2025 imposes 7.5% on taxable supplies, exempts specified goods/services, zero-rates essentials, and requires registration, monthly filing, and remittance by VAT-registered persons.",,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_749,vat,What is the current VAT rate applicable in Nigeria?,"The current VAT rate is 7.5% on all taxable supplies. Essential goods (food, medicine, education) are zero-rated at 0%. Specified items (land, buildings, money) are fully exempt.",,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_750,vat,Who is required to charge and remit VAT?,All VAT-registered persons (annual turnover >N25m or voluntary registrants) are required to charge 7.5% VAT on taxable supplies and remit net VAT to FIRS by the 21st of the following month.,,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_751,vat,What goods and services are exempt from VAT?,"Exempt: land and buildings, money/securities, government licences, military hardware, baby products (0-3 years), shared road transport, plays by educational institutions, and assistive devices for the disabled.",,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_752,vat,How is VAT calculated on taxable supplies?,VAT = taxable supply value x 7.5%. For imported goods: VAT = (CIF value + import duties + other charges) x 7.5%. Output VAT - Input VAT = net VAT payable to FIRS.,,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_753,vat,What is the difference between input VAT and output VAT?,Output VAT is VAT charged on your sales (collected from customers). Input VAT is VAT paid on your purchases. The difference (Output - Input) is remitted to FIRS or claimed as a refund.,,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_754,vat,What are the timelines for VAT remittance?,VAT must be remitted by the 21st day of the month following the transaction month. Annual VAT returns are also required within 90 days of the end of the accounting year.,,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_755,vat,What compliance requirements apply to VAT-registered entities?,"Compliance requirements: issue valid VAT invoices with sequential numbering, maintain VAT accounts, file monthly VAT returns, remit net VAT by 21st of following month, and keep records for 6 years.",,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_756,vat,Can VAT be reclaimed under Nigerian tax law?,Yes. Excess input VAT can be claimed as a refund or credit. Businesses must apply to FIRS with VAT returns and supporting invoices. Refunds are due within 90 days of application.,,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_757,vat,What penalties apply for non-remittance of VAT?,Failure to remit VAT attracts a penalty of 10% of the unremitted amount plus interest at the CBN rate. Persistent non-remittance can lead to prosecution and criminal sanctions.,,,"VAT, 7.5%, input, output, exempt, zero-rated, FIRS, 21st","Nigeria Tax Act 2025, Chapter Six (Sections 143–157)"
TAX_758,self_employed,What tax obligations apply to self-employed individuals?,"Obligations: TIN registration, annual PIT return filing by March 31st, payment of assessed tax, VAT registration if turnover exceeds N25m, WHT deduction where applicable, and 6-year record keeping.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_759,self_employed,How is taxable income determined for small businesses?,"Taxable income = Total business revenue minus allowable deductions (business expenses, capital allowances, WHT paid). For sole traders, further statutory deductions (pension, NHF) reduce the chargeable income.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_760,self_employed,Are informal sector operators subject to taxation?,"Yes. Informal sector operators (market traders, artisans, transport workers) are subject to presumptive tax administered by State IRS. The specific amount is assessed based on business type and location.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_761,self_employed,What registration requirements apply to small enterprises?,"Small enterprises must: register with CAC (for formal businesses), obtain TIN from FIRS/JTB, register with State IRS for PIT, and register for VAT if annual turnover exceeds N25m.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_762,self_employed,How are business profits taxed in Nigeria?,"Sole trader profits are taxed as PIT at progressive rates (0%–25%). Company profits are taxed as CIT: 0% (small companies, turnover <N100m), 20% (medium), or 30% (large).",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_763,self_employed,What records must small businesses maintain?,"Maintain: daily income/sales records, expense receipts and invoices, bank statements, payroll records, asset purchase documents, VAT invoices (if registered), and contracts with clients.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_764,self_employed,What tax regime applies to startups?,Registered startup companies with turnover below N100m pay 0% CIT. Labelled startups under the Startup Act receive additional incentives. All must file returns and maintain compliance.,,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_765,self_employed,How is presumptive tax applied in Nigeria?,"Presumptive tax is applied by State IRS to informal sector businesses where records are unavailable. Tax is based on benchmarks such as turnover estimates, business size, or industry norms set by the Minister.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_766,self_employed,Are digital entrepreneurs subject to taxation?,"Yes. Digital entrepreneurs (app developers, content creators, e-commerce operators) are subject to PIT or CIT on their income. Foreign currency earnings must be converted to Naira at CBN rate.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_767,self_employed,What reporting requirements apply to business owners?,"Business owners must: file annual income tax returns, submit monthly VAT returns (if registered), file monthly PAYE returns (if employing staff), and maintain records for 6 years.",,,"self-employed, freelance, business, PIT, Direct Assessment, small business","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_768,exemptions,Who qualifies for tax exemptions under Nigerian law?,"Qualifying parties include: minimum wage earners, pension fund beneficiaries, approved charities and NGOs, co-operative societies, religious organisations (non-trading), government institutions, and agricultural businesses (first 5 years).",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_769,exemptions,What categories of income are tax-exempt?,"Tax-exempt income: minimum wage earnings, approved pension, military salary, government bond interest, disability compensation (up to N50m), foreign dividends/rent via approved channels, and new agricultural business income.",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_770,exemptions,What is the nature of tax relief allowances?,"Tax relief allowances reduce chargeable income before tax is calculated. They include pension contributions, NHF, NHIS, life insurance premiums, and rent relief — all proven by documentary evidence.",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_771,exemptions,How can taxpayers claim reliefs and deductions?,"Claim reliefs by submitting supporting documents (pension statements, NHF receipts, NHIS certificates, rent receipts, life insurance policy) when filing the annual PIT return with your State IRS.",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_772,exemptions,Are charitable organizations exempt from taxation?,"Yes. Charitable organisations of public character are exempt from income tax on non-commercial income. They must register, file nil returns, and not distribute profits to members.",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_773,exemptions,What provisions apply to pension income?,Approved pension income is fully exempt from PIT. Contributions to approved pension schemes are also tax-deductible (8% of basic salary). These provisions are under the Pension Reform Act 2014.,,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_774,exemptions,Are there exemptions for persons with disabilities?,Yes. Disability/personal injury compensation up to N50m is exempt from CGT. VAT is waived on assistive devices. Employers get additional deductions for costs incurred on disability-related products.,,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_775,exemptions,How are gifts treated under tax law?,"Gifts are not directly taxable for the recipient. However, the donor may be subject to CGT on gains from gifted assets. Gifts of property are subject to stamp duty based on market value.",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_776,exemptions,What legal provisions govern tax exemptions?,"Tax exemptions are governed by: Section 162 of the NTA 2025 (income tax exemptions), Section 186 (VAT exemptions), the Fourth Schedule (tax rates and exemptions), and the Fifth Schedule (settlements and trusts).",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_777,exemptions,What limitations apply to tax relief claims?,"Limitations: pension relief is capped at 8% of basic salary, rent relief is capped at N500,000, NHF at 2.5% of basic salary. All reliefs require documentary evidence. Unsubstantiated claims may be disallowed.",,,"exempt, relief, pension, minimum wage, NGO, deduction, N800k","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_778,digital_tax,How is digital income treated under Nigerian tax law?,"Digital income from all sources (social media, crypto, e-commerce, streaming, freelancing) is taxable in Nigeria. Residents declare all digital income in their annual PIT return. Non-residents on Nigerian-sourced digital income are also taxed.",,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_779,digital_tax,Are foreign digital service providers subject to taxation?,Yes. Foreign digital service providers with Significant Economic Presence (SEP) in Nigeria — earning from Nigerian users — must register with FIRS and pay tax on their Nigeria-attributable income.,,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_780,digital_tax,What tax obligations apply to online businesses?,"Online businesses must: register for TIN, file annual PIT (sole trader) or CIT (company) returns, register for VAT if turnover exceeds N25m, charge VAT on taxable digital supplies, and declare all income.",,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_781,digital_tax,How is income from remote work taxed?,Nigerian residents doing remote work for foreign employers pay PIT through Direct Assessment at their State IRS. Income is converted to Naira at the CBN rate. The foreign employer need not register in Nigeria.,,,"digital, online, crypto, YouTube, influencer, e-commerce, SEP, 2025","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
