id,intent,question,answer,keywords,source
TAX_419,vat,Shin duk kaya suna da VAT?,"A’a, wasu kayan suna da keɓe daga VAT.","VAT, keɓe, kaya",Nigeria VAT Act 2025
TAX_420,vat,Me ya sa VAT yake da muhimmanci?,Yana ƙara kudin shiga ga gwamnati.,"VAT, muhimmanci, gwamnati",Nigeria VAT Act 2025
TAX_421,self_employed,Shin mai zaman kansa yana biyan haraji?,"Eh, dole ne ya biya haraji bisa kuɗin da ya samu.","mai zaman kansa, haraji, kuɗi",PITA 2025
TAX_422,self_employed,Yaya mai kasuwanci ke biyan haraji?,Ta hanyar bayyana kuɗin shiga da kashewa.,"kasuwanci, kuɗi, bayyana",PITA 2025
TAX_423,self_employed,Shin freelance yana biyan haraji?,"Eh, ana biyan haraji bisa samun kuɗin shiga.","freelance, haraji, shiga",PITA 2025
TAX_424,self_employed,Me mai kasuwa yake yi da haraji?,Yana ƙididdige kuɗin shiga sannan ya biya haraji.,"kasuwa, ƙididdiga, biyan",PITA 2025
TAX_425,self_employed,Shin akwai sauƙi ga masu zaman kansu?,Wasu lokuta ana ba su sauƙin tsarin biyan haraji.,"sauƙi, masu zaman kansu, tsarin",PITA 2025
TAX_426,tax_general,Me ya sa gwamnati ke karɓar haraji?,Don samar da hidima ga jama’a.,"gwamnati, hidima, jama'a",Nigeria Tax Act 2025
TAX_427,tax_general,Wa ke amfana da haraji?,Dukkan jama’a da gwamnati ke amfani da su.,"jama'a, gwamnati, amfana",Nigeria Tax Act 2025
TAX_428,tax_general,Shin haraji yana da amfani?,"Eh, yana taimaka wa ci gaban ƙasa.","amfani, ci gaba, ƙasa",Nigeria Tax Act 2025
TAX_429,tax_general,Me ake yi da kuɗin gwamnati?,"Ana gina makarantu, asibitoci da hanyoyi.","kuɗi, gwamnati, gine-gine",Nigeria Tax Act 2025
TAX_430,tax_general,Shin haraji wajibi ne a Nijeriya?,"Eh, doka ta wajabta biyan haraji.","wajibi, doka, Nijeriya",Nigeria Tax Act 2025
TAX_431,exemptions,Wa ke da keɓewa daga haraji?,Wasu ƙungiyoyi da mutane na musamman na iya samun keɓewa.,"keɓe, ƙungiya, mutane",Nigeria Tax Act 2025
TAX_432,exemptions,Shin duk mutane suna biyan haraji?,"A’a, wasu suna da keɓaɓɓen kariya a doka.","mutane, keɓe, doka",Nigeria Tax Act 2025
TAX_433,exemptions,Wane irin samun kuɗi ba ya biyan haraji?,Wasu gudummawa da kyaututtuka na iya zama keɓe.,"samun, kyauta, keɓe",Nigeria Tax Act 2025
TAX_434,exemptions,Shin akwai rangwame a haraji?,"Eh, gwamnati na iya bayar da rangwame a wasu lokuta.","rangwame, gwamnati, lokaci",Nigeria Tax Act 2025
TAX_435,exemptions,Me ke sa mutum ya samu keɓe?,Yanayi na musamman kamar ƙarancin kuɗi ko doka.,"keɓe, yanayi, doka",Nigeria Tax Act 2025
TAX_436,digital_tax,Shin kasuwancin intanet yana biyan haraji?,"Eh, duk kuɗin shiga daga intanet yana da haraji.","intanet, kasuwanci, haraji",Nigeria Digital Tax Policy 2025
TAX_437,digital_tax,Me ake nufi da digital tax?,Harajin da ake karɓa daga ayyukan intanet.,"digital, haraji, intanet",Nigeria Digital Tax Policy 2025
TAX_438,digital_tax,Shin apps suna biyan haraji?,"Eh, apps masu samun kuɗi suna biyan haraji.","apps, haraji, kuɗi",Nigeria Digital Tax Policy 2025
TAX_439,digital_tax,Yaya ecommerce ke biyan haraji?,Ta hanyar ƙididdige ribar kasuwanci ta yanar gizo.,"ecommerce, ribar, yanar gizo",Nigeria Digital Tax Policy 2025
TAX_440,digital_tax,Shin YouTube income yana da haraji?,"Eh, duk kuɗin shiga daga YouTube yana da haraji.","YouTube, kuɗi, haraji",Nigeria Digital Tax Policy 2025
TAX_441,exemptions,Waɗanne mutane ko ƙungiyoyi ba sa biyan haraji?,"Wasu ƙungiyoyi kamar agaji, addini, da wasu masu ƙaramin samun kuɗi na iya samun rangwame ko keɓewa daga haraji.","ƙungiyoyi, agaji, addini, keɓewa, rangwame","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_442,exemptions,Shin duk abin da mutum ke samu yana ƙarƙashin haraji?,"A'a, wasu kudaden kamar tallafi ko kyaututtuka na iya zama ba su da haraji bisa doka.","kudi, tallafi, kyauta, haraji","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_443,exemptions,Me ke faruwa idan mutum ya daina aiki?,"Idan mutum ya daina aiki, harajin da zai biya na iya raguwa ko a daina ɗauka gwargwadon kuɗin shiga.","aiki, daina, haraji, raguwa","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_444,exemptions,Shin akwai kayayyaki da ba su da haraji?,"Eh, wasu kayayyaki na asali kamar abinci da magunguna na iya samun rangwame ko keɓewa.","kayayyaki, abinci, magani, keɓewa","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_445,exemptions,Me ake nufi da keɓewar haraji?,Keɓewar haraji na nufin wasu mutane ko abubuwa ba sa biyan haraji bisa doka.,"keɓewa, haraji, doka","Nigeria Tax Act 2025, Section 162 & Fifth Schedule"
TAX_446,digital_tax,Shin ana biyan haraji kan kuɗin da aka samu daga intanet?,"Eh, kuɗin shiga daga intanet kamar kasuwancin yanar gizo na iya kasancewa ƙarƙashin haraji.","intanet, kasuwanci, kuɗin shiga, haraji","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_447,digital_tax,Shin social media yana da haraji?,"A wasu lokuta, kuɗin shiga daga social media kamar talla na iya zama ƙarƙashin haraji.","social media, talla, kuɗin shiga","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_448,digital_tax,Me ake nufi da harajin dijital?,Harajin dijital yana nufin harajin da ake ɗauka kan ayyukan intanet da kasuwancin kan layi.,"dijital, intanet, kasuwanci, haraji","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_449,digital_tax,Shin freelancing yana da haraji?,"Eh, kuɗin da freelancer ke samu na iya zama ƙarƙashin haraji.","freelance, kuɗi, haraji","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_450,digital_tax,Shin ana bin haraji kan kasuwancin intanet?,"Eh, kasuwancin intanet kamar e-commerce yana ƙarƙashin tsarin haraji.","e-commerce, intanet, kasuwanci, haraji","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_451,digital_tax,Ta yaya ake biya harajin intanet?,Ana biyan haraji ta hanyar rajista da hukumar haraji da kuma shigar da bayanan kuɗin shiga.,"biyan, intanet, rajista, hukumar haraji","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_452,digital_tax,Shin YouTube income yana da haraji?,"Eh, kuɗin da ake samu daga YouTube na iya zama ƙarƙashin haraji.","YouTube, kuɗi, haraji","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_453,digital_tax,Shin cryptocurrency yana da haraji?,"Eh, ciniki da samun riba daga cryptocurrency na iya zama ƙarƙashin haraji.","crypto, bitcoin, haraji, riba","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_454,digital_tax,Me ya sa ake bin haraji a kasuwancin dijital?,Saboda yana samar da kuɗin shiga wanda gwamnati ke amfani da shi wajen raya ƙasa.,"kasuwanci, dijital, gwamnati, raya kasa","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_455,digital_tax,Shin ana bin haraji kan app developers?,"Eh, idan suna samun kuɗin shiga daga apps, suna iya biyan haraji.","apps, developer, kuɗi, haraji","Nigeria Tax Act 2025, Section 9; SEP Order 2020 (amended)"
TAX_456,tax_general,Me yasa ake biyan haraji?,"Ana biyan haraji don tallafawa harkokin gwamnati kamar lafiya, ilimi da ababen more rayuwa.","haraji, gwamnati, lafiya, ilimi",Nigeria Tax Act 2025 — General Provisions
TAX_457,tax_general,Wane ne ke tattara haraji a Najeriya?,Hukumar Haraji ta Kasa (FIRS) ce ke tattara haraji a Najeriya.,"FIRS, haraji, Najeriya",Nigeria Tax Act 2025 — General Provisions
TAX_458,tax_general,Shin haraji wajibi ne?,"Eh, biyan haraji wajibi ne bisa doka a Najeriya.","wajibi, doka, haraji",Nigeria Tax Act 2025 — General Provisions
TAX_459,tax_general,Me gwamnati ke yi da haraji?,"Gwamnati na amfani da haraji wajen gina hanyoyi, makarantu da asibitoci.","gwamnati, hanyoyi, makarantu, asibiti",Nigeria Tax Act 2025 — General Provisions
TAX_460,tax_general,Shin duk 'yan kasa suna biyan haraji?,"Ba duka ba, amma duk wanda ke da kuɗin shiga na iya zama mai biyan haraji.","'yan kasa, kuɗin shiga, haraji",Nigeria Tax Act 2025 — General Provisions
TAX_461,self_employed,Shin masu sana'a suna biyan haraji?,"Eh, masu sana'a suna biyan haraji bisa kuɗin da suke samu.","sana'a, haraji, kuɗi","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_462,self_employed,Yaya freelancer ke biyan haraji?,Suna shigar da bayanan kuɗin shiga sannan su biya haraji bisa riba.,"freelancer, kuɗi, riba, haraji","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_463,self_employed,Shin kasuwanci yana da haraji?,"Eh, duk kasuwanci mai samun riba yana ƙarƙashin haraji.","kasuwanci, riba, haraji","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_464,self_employed,Me ake buƙata don biyan harajin kai?,"Ana buƙatar rajista, bayanan kuɗi da rahoton shekara-shekara.","rajista, kuɗi, rahoto, shekara","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_465,self_employed,Shin kasuwancin online yana biyan haraji?,"Eh, kasuwancin online yana bin dokar haraji kamar sauran kasuwanci.","online, kasuwanci, haraji","Nigeria Tax Act 2025, Sections 12, 29; PITA 2025"
TAX_466,tax_general,Waye ke aiwatar da dokokin haraji a ƙasa?,Hukumar haraji ta ƙasa (FIRS ko jiha) ce ke aiwatar da dokokin haraji da gwamnati ta kafa.,"dokoki, haraji, hukuma, gwamnati",Nigeria Tax Act 2025 — General Provisions
TAX_467,tax_general,Shin dukan ƙasashe suna biyan haraji iri ɗaya ne?,"A'a, ƙasashe suna da tsarin haraji daban-daban saboda bambancin tattalin arziki da manufofin gwamnati.","ƙasashe, haraji, bambanci, tattalin arziki",Nigeria Tax Act 2025 — General Provisions
TAX_468,tax_general,Me ya sa haraji ke bambanta a ƙasashe daban-daban?,"Haraji yana bambanta saboda bambancin tattalin arziki, siyasa, da bukatun ci gaban kowace ƙasa.","haraji, bambanci, ƙasa, tattalin arziki, siyasa",Nigeria Tax Act 2025 — General Provisions
TAX_469,tax_general,Ta yaya haraji ke taimaka wa gwamnati?,"Haraji yana taimaka wa gwamnati wajen samar da makarantu, lafiya, tituna da sauran ayyukan jama'a.","haraji, gwamnati, makarantu, lafiya, tituna",Nigeria Tax Act 2025 — General Provisions
TAX_470,tax_registration,Me ya kamata in sani kafin in fara biyan haraji?,Ya kamata ka fahimci nau'in harajin da ya shafe ka da kuma yadda ake rajista da hukumar haraji.,"haraji, rajista, fahimta, nau'i",Nigeria Tax Administration Act 2025
TAX_471,tax_registration,Nawa ne kudin da ake biya na haraji?,Adadin haraji yana dogara ne da kudin shiga da kuma dokokin haraji na ƙasa.,"kudi, haraji, kudin shiga, doka",Nigeria Tax Administration Act 2025
TAX_472,tax_registration,Ta yaya zan yi rajistar haraji?,Za ka iya yin rajista ta hukumar haraji ta ƙasa ko ta yanar gizo ta amfani da TIN.,"rajista, TIN, haraji, hukumar",Nigeria Tax Administration Act 2025
TAX_473,tax_registration,Shin ana biyan haraji kowace shekara?,"Eh, yawanci ana buƙatar rahoton haraji da biyan haraji kowace shekara.","shekara, haraji, rahoto, biyan",Nigeria Tax Administration Act 2025
TAX_474,tax_registration,Wane ne ya kamata ya biya haraji?,Duk wanda yake da kudin shiga ko kasuwanci yana da wajibcin biyan haraji.,"haraji, kasuwanci, kudin shiga, wajibci",Nigeria Tax Administration Act 2025
TAX_475,tax_registration,Shin baƙi ma suna biyan haraji a ƙasa?,"Eh, baƙi da ke aiki ko kasuwanci a ƙasa suna iya zama masu biyan haraji.","baƙi, haraji, aiki, kasuwanci",Nigeria Tax Administration Act 2025
TAX_476,tax_registration,Ta yaya zan gane tsarin harajin ƙasa?,Za ka iya gano shi ta hanyar karanta dokokin haraji ko tuntubar hukumar haraji.,"tsari, haraji, doka, hukumar",Nigeria Tax Administration Act 2025
TAX_477,tax_registration,Zan iya samun bayani game da haraji a ko’ina?,"Eh, ana samun bayanai daga hukumar haraji da shafukan gwamnati.","bayani, haraji, gwamnati, hukumar",Nigeria Tax Administration Act 2025
TAX_478,tax_registration,Me zai faru idan na yi kuskure wajen rajistar haraji?,Za a iya gyara kuskuren ko kuma a biya tara idan aka karya doka.,"kuskure, rajista, tara, doka",Nigeria Tax Administration Act 2025
TAX_479,tax_registration,Ina samun bayanin adadin harajin da zan biya?,Ana samun hakan daga hukumar haraji ko bayanin albashi daga aiki.,"haraji, albashi, bayani, hukumar",Nigeria Tax Administration Act 2025
TAX_480,paye,Shin za a biya haraji bayan mutuwa?,"A'a, haraji yawanci yana ƙarewa da mutum, amma akwai harajin gadon dukiya a wasu ƙasashe.","mutuwa, haraji, gado, dukiya","Nigeria Tax Act 2025, PAYE Regulations 2025"
TAX_481,paye,Ta yaya ake amfani da harajin da aka tara?,"Ana amfani da haraji wajen gina hanyoyi, makarantu, asibitoci da sauran ayyukan gwamnati.","haraji, amfani, gwamnati, makarantu","Nigeria Tax Act 2025, PAYE Regulations 2025"
TAX_483,paye,Shin ma'aikaci zai iya guje wa biyan haraji?,"A'a, biyan haraji wajibi ne ga duk ma'aikata da ke samun albashi mai shiga haraji.","ma'aikaci, haraji, albashi, wajibi","Nigeria Tax Act 2025, PAYE Regulations 2025"
TAX_484,paye,Ta yaya zan yi rajistar PAYE?,Kamfani ko ma’aikaci yana rajista da hukumar haraji domin tsarin PAYE.,"PAYE, rajista, kamfani, haraji","Nigeria Tax Act 2025, PAYE Regulations 2025"
TAX_486,paye,Wane irin aiki ne ke shafar harajin PAYE?,Duk aikin da ake biyan albashi na wata-wata yana cikin tsarin PAYE.,"aiki, albashi, PAYE, haraji","Nigeria Tax Act 2025, PAYE Regulations 2025"
TAX_487,paye,Me zai faru idan ba a biya haraji ba?,Za a iya fuskantar tara ko hukunci daga hukumar haraji.,"haraji, tara, hukunci, hukumar","Nigeria Tax Act 2025, PAYE Regulations 2025"
TAX_488,paye,Shin ana cire haraji kai tsaye daga albashi?,"Eh, a tsarin PAYE ana cire haraji kai tsaye daga albashin ma'aikaci.","albashi, cire, PAYE, haraji","Nigeria Tax Act 2025, PAYE Regulations 2025"
TAX_489,paye,Wane hukuma ke kula da PAYE?,Hukumar haraji ta ƙasa ko jiha ce ke kula da tsarin PAYE.,"PAYE, hukuma, haraji, jiha","Nigeria Tax Act 2025, PAYE Regulations 2025"
TAX_490,personal_income_tax,Menene harajin kudin shiga?,Harajin kudin shiga shi ne harajin da ake cirewa daga duk kudin da mutum ke samu.,"kudin shiga, haraji, cirewa",Nigeria Tax Act 2025
TAX_491,personal_income_tax,Yaya ake lissafin harajin kudin shiga?,Ana amfani da kashi-kashi bisa ga matakin kudin shiga na mutum.,"lissafi, kudin shiga, kashi",Nigeria Tax Act 2025
TAX_492,personal_income_tax,Shin aikin ɗan lokaci yana biyan haraji?,"Eh, idan kudin shiga ya kai matakin haraji, ana biyan haraji ko da aikin ɗan lokaci ne.","aiki, lokaci, haraji",Nigeria Tax Act 2025
TAX_493,personal_income_tax,Shin karin lokaci yana shafar haraji?,"Eh, karin albashi yana ƙara kudin shiga wanda zai iya ƙara haraji.","karin lokaci, albashi, haraji",Nigeria Tax Act 2025
TAX_494,personal_income_tax,Shin ana biyan haraji kan kyauta?,"A wasu lokuta, kyauta mai daraja na iya shafar haraji idan ta kai wani mataki.","kyauta, haraji, daraja",Nigeria Tax Act 2025
TAX_495,personal_income_tax,Wane kudin shiga ne ba ya cikin haraji?,Wasu tallafi ko rangwame na gwamnati ba sa shiga cikin haraji.,"kudin shiga, rangwame, haraji",Nigeria Tax Act 2025
TAX_496,personal_income_tax,Shin haraji yana taimaka wa ƙasa?,"Eh, haraji yana taimaka wa ci gaban ƙasa da samar da ayyukan jama'a.","haraji, ƙasa, ci gaba",Nigeria Tax Act 2025
TAX_497,personal_income_tax,Shin lamuni yana shafar haraji?,"Eh, wasu nau’in lamuni na iya shafar lissafin haraji.","lamuni, haraji, lissafi",Nigeria Tax Act 2025
TAX_498,personal_income_tax,Shin haraji yana rage kudin shiga?,"Eh, haraji yana rage kudin da mutum ke karɓa kai tsaye.","haraji, kudin shiga, ragewa",Nigeria Tax Act 2025
TAX_499,personal_income_tax,Yaya ake ƙididdige haraji?,Ana amfani da jadawalin haraji bisa ga matakin kudin shiga.,"ƙididdige, haraji, jadawali",Nigeria Tax Act 2025
TAX_500,filing,Shin dole ne a gabatar da rahoton haraji kowace shekara?,"Eh, yawanci dole ne a gabatar da rahoton haraji kowace shekara.","rahoto, haraji, shekara",Nigeria Tax Administration Act 2025
TAX_501,filing,Me zai faru idan ban gabatar da rahoton haraji ba?,Za a iya fuskantar tara ko hukunci daga hukumar haraji.,"rahoto, tara, hukunci",Nigeria Tax Administration Act 2025
TAX_502,filing,Shin zan iya biyan haraji cikin gaggawa?,"Eh, ana iya biyan haraji ta hanyoyin dijital cikin sauƙi.","biyan, haraji, dijital",Nigeria Tax Administration Act 2025
TAX_503,filing,Ta yaya zan shirya rahoton haraji?,Ka tattara bayanan kudin shiga da kashewa sannan ka cike fom ɗin haraji.,"rahoto, haraji, fom, kudin shiga",Nigeria Tax Administration Act 2025
TAX_504,filing,Yaya zan san rahoton haraji na daidai?,Ka duba bayanan kudin shiga da takardun albashi kafin ka mika rahoto.,"rahoto, haraji, daidaito",Nigeria Tax Administration Act 2025
TAX_505,filing,Zan iya gyara rahoton haraji bayan na mika shi?,"Eh, ana iya gyara rahoton haraji idan an gano kuskure cikin lokaci.","gyara, rahoto, haraji",Nigeria Tax Administration Act 2025
TAX_506,filing,Shin zan iya rubuta littattafan da za su taimaka mini in yi hakan?,"Hakika, za ka iya amfani da littattafan jagora ko bayanan haraji don fahimtar yadda ake yin filing daidai.","littattafai, taimako, filing, haraji","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_507,filing,Wane ne zai iya taimaka mini in biya haraji?,"Kwararru kamar accountants, tax officers ko masu shawarar haraji za su iya taimaka maka.","taimako, accountant, tax officer, filing","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_508,filing,Shin yana da wuya ne a ba da haraji?,Ba lallai ba ne ya zama da wuya idan kana da cikakken bayanai da tsarin da ya dace.,"wuya, sauƙi, filing, haraji","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_509,filing,Zan iya ba da gudummawar kuɗi ba tare da karɓan haraji ba?,Gudummawa na son rai ba ta maye gurbin biyan haraji idan ka cancanci biyan haraji.,"gudummawa, haraji, exemption","Nigeria Tax Administration Act 2025, Sections 24–30"
TAX_510,compliance,Menene ake bukata daga ƙabilar Lawi?,"A cikin tsarin haraji, ana bukatar kowa ya bi dokoki da tsarin gwamnati na biyan haraji.","dokoki, compliance, haraji","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_511,compliance,Ta yaya nake yin amfani da dokokin da aka ba da ta hannun Musa?,Ka bi dokokin haraji da aka kafa ta gwamnati wajen yin lissafi da biyan haraji.,"dokoki, Musa, compliance, haraji","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_512,compliance,Ina bukatar in ajiye wa 'yan'uwana masu bi abin da suke bukata?,"A tsarin haraji, dole ne ka rika adana bayanan kuɗi domin tabbatar da gaskiya.","adana, records, haraji","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_513,compliance,Waɗanne littattafai ne nake bukatar na yi amfani da su?,"Ana amfani da tax guides, law books da gwamnati tax manuals don fahimta.","tax guide, manuals, compliance","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_514,compliance,Sau nawa ne aka samo waɗannan littattafan?,Ana sabunta dokokin haraji lokaci-lokaci domin su dace da tattalin arziki.,"updates, dokokin, haraji","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_515,compliance,Mene ne ya kamata mu yi la'akari da shi sa'ad da aka ce mu yi wani laifi?,"Dole ne a bi doka, a guji haraji avoidance da kuma bin tsarin gwamnati.","doka, compliance, laifi","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_516,compliance,Za ka iya cire ƙananan ma'aikata ne?,Small businesses na iya samun sassaucin haraji idan sun cika sharudda.,"small business, exemption, haraji","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_517,compliance,Me ya sa masanan taurari suke amfani da wannan sunan?,Wannan ba ya shafar haraji kai tsaye; amma suna bin dokokin kasuwanci da haraji.,"kasuwanci, tax compliance","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_518,compliance,Mene ne zan yi sa'ad da na ga cewa ina son in zama lauya?,Lauya zai iya taimaka maka fahimtar dokokin haraji da yadda ake bin su.,"lauya, tax law","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_519,compliance,Yaya na ji sa'ad da aka yi gargaɗi da yaren Madagascar?,Dole ne ka nemi bayani daga hukumomin haraji idan ba ka fahimta ba.,"gargaɗi, tax authority","Nigeria Tax Administration Act 2025, Sections 40–55"
TAX_520,penalties,Mene ne zai faru idan ba a biya haraji ba?,"Za a iya samun tara, interest, ko hukunci daga hukumar haraji.","tara, penalty, rashin biyan haraji","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_521,penalties,Shin akwai wasu dalilai da za su sa mu yi kuskure?,"Kuskure na iya faruwa, amma dole a gyara su da wuri don gujewa hukunci.","kuskure, penalty, correction","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_522,penalties,Yaya yawan haraji da aka yi kwanan nan yake?,Adadin haraji yana bambanta gwargwadon income da dokokin gwamnati.,"rate, haraji, income","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_523,penalties,Shin za a iya kawar da su ne?,A wasu lokuta ana iya rage hukunci idan aka bi hanyar sulhu ko roko.,"appeal, reduction, penalty","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_524,penalties,Bikin Tuna Mutuwar Yesu Kuwa?,Wannan ba ya shafar haraji; dole a mayar da hankali kan biyan haraji da doka.,"irrelevant, tax compliance","Nigeria Tax Administration Act 2025, Sections 70–85"
TAX_525,penalties,Mene ne sakamakon cin hanci da rashawa?,"Cin hanci da rashawa yana iya jawo hukunci mai tsanani kamar tara, bincike, ko ɗaurin kurkuku.","cin hanci, rashawa, hukunci, penalty","Nigeria Tax Act 2025, Sections 70–85"
TAX_526,penalties,Zan iya yin kasuwanci kuwa?,"Eh, amma dole ne ka bi dokokin haraji da ke shafar kasuwanci.","kasuwanci, compliance, haraji","Nigeria Tax Act 2025, Sections 70–85"
TAX_527,penalties,Idan ban iya biyan haraji ba fa?,Za ka iya neman tsarin biyan a hankali ko tuntuɓar hukumar haraji.,"biyan haraji, relief, hukumar haraji","Nigeria Tax Act 2025, Sections 70–85"
TAX_528,penalties,"Da shigewar lokaci, muna samun ƙaruwa kuwa?","Idan haraji bai biya ba, yana iya ƙaruwa saboda interest da penalties.","interest, penalty, ƙaruwa","Nigeria Tax Act 2025, Sections 70–85"
TAX_529,penalties,Zan iya gaya maka yadda zan tsai da shawara?,Za ka iya yin roko ko shawarwari ta hanyar kotu ko hukumar haraji.,"roko, appeal, haraji","Nigeria Tax Act 2025, Sections 70–85"
TAX_530,vat,"To, mẽ ya sãme su?",VAT yana ƙara farashin kaya da ayyuka amma yana taimaka wa gwamnati samun kuɗi.,"VAT, kaya, haraji","Nigeria VAT Act 2025, Sections 143–157"
TAX_531,vat,Shin wanda ya yanka kuɗi a kansa ya fi?,Duk masu siyarwa suna bin tsarin VAT bisa doka.,"VAT, seller, doka","Nigeria VAT Act 2025, Sections 143–157"
TAX_532,vat,Waye ne ya fi muhimmanci a cikin Littafi Mai Tsarki?,Wannan ba ya shafar VAT kai tsaye; VAT yana shafar kaya da sabis ne.,"irrelevant, VAT, explanation","Nigeria VAT Act 2025, Sections 143–157"
TAX_533,vat,"Alal misali, ana ba da gudummawar haraji ne?","VAT ana karɓa ne kan saye da siyarwa, ba gudummawa ba.","VAT, sales tax","Nigeria VAT Act 2025, Sections 143–157"
TAX_534,vat,Waɗanne talifofi ne na huɗu suke cikin Littafi Mai Tsarki?,Wannan ba ya da alaƙa da VAT; VAT yana shafar kaya da sabis kawai.,"irrelevant, VAT","Nigeria VAT Act 2025, Sections 143–157"
TAX_535,vat,"Na huɗu, ka yi la'akari da kuɗin da nake samu a aikin wa'azi da nake yi.",VAT ba ya shafar aikin wa’azi kai tsaye sai idan akwai kasuwanci.,"VAT, wa'azi, exemption","Nigeria VAT Act 2025, Sections 143–157"
TAX_536,vat,Ta yaya huɗu na huɗu suka ƙaru?,VAT yana ƙaruwa ne bisa yawan ciniki da saye.,"VAT, ciniki","Nigeria VAT Act 2025, Sections 143–157"
TAX_537,vat,Yaushe ake biyan VAT?,Ana biyan VAT lokacin saye ko siyar da kaya da sabis.,"VAT, payment","Nigeria VAT Act 2025, Sections 143–157"
TAX_538,vat,Na fito ne daga cikin Littafi Mai Tsarki na huɗu?,"VAT ba ya da alaƙa da littattafan addini, sai dai kasuwanci.","irrelevant, VAT","Nigeria VAT Act 2025, Sections 143–157"
TAX_539,vat,Shin 'yan kasuwa suna iya neman mafaka ne?,Kasuwanci na iya samun VAT registration da exemption a wasu lokuta.,"VAT, business, exemption","Nigeria VAT Act 2025, Sections 143–157"
TAX_540,self_employed,Za a biya kuɗin haraji ne?,"Eh, masu aiki da kansu dole ne su biya haraji idan sun cika sharudda.","self-employed, haraji","Nigeria Tax Act 2025, Sections 12, 29"
TAX_541,self_employed,Ta yaya zan sami kuɗin biyan bashin kuɗi?,Za ka iya amfani da tsarin tax planning don tsara biyan haraji.,"tax planning, payment","Nigeria Tax Act 2025, Sections 12, 29"
TAX_542,self_employed,Aiki ne da ake yi a wurin?,Aikin kai na buƙatar ka riƙa lissafin kuɗin shiga da kashewa.,"self-employed, income","Nigeria Tax Act 2025, Sections 12, 29"
TAX_543,self_employed,‘Yan kasuwa suna biyan haraji ne?,"Eh, suna biyan haraji gwargwadon ribar kasuwanci.","business, tax","Nigeria Tax Act 2025, Sections 12, 29"
TAX_544,self_employed,Wace irin haraji ce aka yi amfani da ita a kan ma'aikata?,Ana amfani da income tax ga ma’aikata da ‘yan kasuwa.,"income tax, workers","Nigeria Tax Act 2025, Sections 12, 29"
TAX_545,self_employed,Ta yaya zan rage kuɗina?,Za ka iya rage haraji ta hanyar allowable deductions.,"tax relief, deductions","Nigeria Tax Act 2025, Sections 12, 29"
TAX_546,self_employed,Za a iya hana aiki a wasu lokuta?,"Doka ba ta hana aiki ba, amma tana buƙatar bin haraji.","compliance, work","Nigeria Tax Act 2025, Sections 12, 29"
TAX_547,self_employed,A ce mai kasuwanci yana neman riba fa?,Riba tana shafar adadin harajin da za a biya.,"profit, tax","Nigeria Tax Act 2025, Sections 12, 29"
TAX_548,self_employed,Shin biyan haraji yana da muhimmanci ne?,"Eh, yana taimaka wa ci gaban tattalin arziki.","importance, tax","Nigeria Tax Act 2025, Sections 12, 29"
TAX_549,self_employed,Ta yaya za mu iya samun riba ta kasuwanci?,Ta hanyar tsara kasuwanci da bin dokokin haraji.,"business profit, tax","Nigeria Tax Act 2025, Sections 12, 29"
TAX_550,exemptions,Wanene ke nufin mai karɓan haraji?,Mai karɓan haraji shi ne hukumar da ke tattara haraji.,"tax authority, collection","Nigeria Tax Act 2025, Section 162"
